Timestamp,Exchange,Symbol,LTP,Open,High,Low,Close,Volume,VWAP,Best_Bid,Bid_Qty,Best_Ask,Ask_Qty,OI
2026-04-13T04:24:31.792,NC,AXISBANK,1350.8,1328.8,1358.6,1326.1,1318.5,6755589,1349.85,1350.8,11,,,
2026-04-13T09:00:08.035,NC,AXISBANK,1351.1,1291.0,,,1350.8,1145,,1391.3,16,1290.8,1000,
2026-04-13T09:00:15.134,NC,AXISBANK,1351.1,1300.0,,,1350.8,2258,,1411.5,4,1215.8,77,
2026-04-13T09:00:27.644,NC,AXISBANK,1351.1,1316.1,,,1350.8,3261,,1418.3,12,1215.8,77,
2026-04-13T09:00:32.958,NC,AXISBANK,1351.1,1316.3,,,1350.8,3520,,1418.3,12,1215.8,77,
2026-04-13T09:01:36.628,NC,AXISBANK,1351.1,1316.5,,,1350.8,5159,,1418.3,17,1215.8,77,
2026-04-13T09:01:37.728,NC,AXISBANK,1351.1,1316.7,,,1350.8,5292,,1418.3,17,1215.8,77,
2026-04-13T09:02:00.352,NC,AXISBANK,1351.1,1319.4,,,1350.8,5332,,1418.3,17,1215.8,77,
2026-04-13T09:02:01.455,NC,AXISBANK,1351.1,1322.1,,,1350.8,5375,,1418.3,17,1215.8,77,
2026-04-13T09:02:02.558,NC,AXISBANK,1351.1,1324.8,,,1350.8,5384,,1418.3,17,1215.8,77,
2026-04-13T09:02:03.663,NC,AXISBANK,1351.1,1325.0,,,1350.8,5580,,1418.3,17,1215.8,77,
2026-04-13T09:02:04.560,NC,AXISBANK,1351.1,1327.5,,,1350.8,5608,,1418.3,17,1215.8,77,
2026-04-13T09:02:05.659,NC,AXISBANK,1351.1,1329.7,,,1350.8,5608,,1418.3,17,1215.8,77,
2026-04-13T09:02:06.763,NC,AXISBANK,1351.1,1329.2,,,1350.8,5948,,1418.3,17,1215.8,77,
2026-04-13T09:02:08.979,NC,AXISBANK,1351.1,1329.4,,,1350.8,6814,,1418.3,17,1215.8,77,
2026-04-13T09:02:10.066,NC,AXISBANK,1351.1,1329.2,,,1350.8,7186,,1418.3,17,1215.8,77,
2026-04-13T09:02:38.099,NC,AXISBANK,1351.1,1329.4,,,1350.8,7887,,1418.3,15,1215.8,77,
2026-04-13T09:02:59.824,NC,AXISBANK,1351.1,1329.2,,,1350.8,8033,,1418.3,15,1215.8,77,
2026-04-13T09:03:05.530,NC,AXISBANK,1351.1,1329.4,,,1350.8,8079,,1418.3,15,1215.8,77,
2026-04-13T09:03:07.736,NC,AXISBANK,1351.1,1329.2,,,1350.8,8109,,1418.3,15,1215.8,77,
2026-04-13T09:03:08.737,NC,AXISBANK,1351.1,1329.4,,,1350.8,8114,,1418.3,15,1215.8,77,
2026-04-13T09:03:09.833,NC,AXISBANK,1351.1,1328.4,,,1350.8,8188,,1418.3,15,1215.8,77,
2026-04-13T09:03:10.939,NC,AXISBANK,1351.1,1328.0,,,1350.8,8292,,1418.3,15,1215.8,77,
2026-04-13T09:03:12.040,NC,AXISBANK,1351.1,1327.2,,,1350.8,8295,,1418.3,15,1215.8,77,
2026-04-13T09:03:13.145,NC,AXISBANK,1351.1,1326.6,,,1350.8,8296,,1418.3,15,1215.8,77,
2026-04-13T09:03:14.244,NC,AXISBANK,1351.1,1326.0,,,1350.8,8349,,1418.3,16,1215.8,77,
2026-04-13T09:03:15.247,NC,AXISBANK,1351.1,1325.0,,,1350.8,9217,,1418.3,16,1215.8,77,
2026-04-13T09:03:16.348,NC,AXISBANK,1351.1,1324.0,,,1350.8,9651,,1418.3,16,1215.8,77,
