Timestamp,Exchange,Symbol,LTP,Open,High,Low,Close,Volume,VWAP,Best_Bid,Bid_Qty,Best_Ask,Ask_Qty,OI
2026-04-13T04:24:31.907,NF,NIFTY21APR2623650CE,573.7,494.0,584.7,486.2,453.35,36140,526.93,543.9,780,594.95,65,15405
2026-04-13T09:15:06.372,NF,NIFTY21APR2623650CE,334.05,322.5,334.05,322.45,568.4,585,326.32,311.15,130,338.7,130,15340
2026-04-13T09:15:07.961,NF,NIFTY21APR2623650CE,328.9,322.5,334.05,311.35,568.4,845,325.52,320.25,195,327.4,195,15340
2026-04-13T09:15:09.597,NF,NIFTY21APR2623650CE,331.55,322.5,334.05,311.35,568.4,3380,328.03,327.05,65,329.0,65,15340
2026-04-13T09:15:11.164,NF,NIFTY21APR2623650CE,329.0,322.5,334.85,311.35,568.4,6305,326.87,311.45,260,328.85,260,15340
2026-04-13T09:15:12.972,NF,NIFTY21APR2623650CE,317.65,322.5,334.85,311.35,568.4,6630,326.39,314.05,260,321.9,130,15340
2026-04-13T09:15:14.574,NF,NIFTY21APR2623650CE,317.95,322.5,334.85,305.95,568.4,7735,324.59,315.1,130,321.2,195,15340
2026-04-13T09:15:16.204,NF,NIFTY21APR2623650CE,310.05,322.5,334.85,305.95,568.4,8125,324.18,317.75,130,323.1,65,15340
2026-04-13T09:15:17.772,NF,NIFTY21APR2623650CE,314.7,322.5,334.85,305.95,568.4,8840,324.01,314.8,65,320.35,65,15340
2026-04-13T09:15:19.574,NF,NIFTY21APR2623650CE,326.9,322.5,334.85,305.95,568.4,9490,323.78,321.85,65,326.9,65,15340
2026-04-13T09:15:21.174,NF,NIFTY21APR2623650CE,330.7,322.5,334.85,305.95,568.4,9685,323.9,323.65,130,328.8,65,15340
2026-04-13T09:15:22.776,NF,NIFTY21APR2623650CE,325.15,322.5,334.85,305.95,568.4,9945,323.89,322.65,260,326.05,65,15340
2026-04-13T09:15:24.384,NF,NIFTY21APR2623650CE,324.45,322.5,334.85,305.95,568.4,11895,324.12,321.9,65,323.6,260,15340
2026-04-13T09:15:25.994,NF,NIFTY21APR2623650CE,325.85,322.5,334.85,305.95,568.4,14625,324.2,322.75,195,325.85,260,15340
2026-04-13T09:15:27.788,NF,NIFTY21APR2623650CE,328.0,322.5,334.85,305.95,568.4,15145,324.29,325.4,195,329.2,65,15340
2026-04-13T09:15:29.488,NF,NIFTY21APR2623650CE,329.2,322.5,334.85,305.95,568.4,15210,324.31,326.6,195,330.8,130,15340
2026-04-13T09:15:30.999,NF,NIFTY21APR2623650CE,329.6,322.5,334.85,305.95,568.4,16965,324.84,330.05,65,331.1,65,15340
2026-04-13T09:15:32.612,NF,NIFTY21APR2623650CE,328.0,322.5,334.85,305.95,568.4,17810,325.01,326.2,65,328.4,195,15340
2026-04-13T09:15:34.209,NF,NIFTY21APR2623650CE,329.5,322.5,334.85,305.95,568.4,18330,325.1,327.25,65,329.55,390,15340
2026-04-13T09:15:35.999,NF,NIFTY21APR2623650CE,329.35,322.5,334.85,305.95,568.4,20670,325.67,328.5,65,330.85,65,15340
2026-04-13T09:15:37.603,NF,NIFTY21APR2623650CE,328.4,322.5,334.85,305.95,568.4,20865,325.69,328.65,65,328.95,130,15340
2026-04-13T09:15:39.211,NF,NIFTY21APR2623650CE,330.0,322.5,334.85,305.95,568.4,21450,325.8,329.35,65,331.05,65,15340
2026-04-13T09:15:40.851,NF,NIFTY21APR2623650CE,330.5,322.5,334.85,305.95,568.4,22555,326.02,330.45,195,331.65,65,15340
2026-04-13T09:15:42.620,NF,NIFTY21APR2623650CE,333.25,322.5,334.85,305.95,568.4,23985,326.34,333.0,65,334.45,130,15340
2026-04-13T09:15:44.209,NF,NIFTY21APR2623650CE,334.55,322.5,335.3,305.95,568.4,25610,326.85,333.25,65,334.5,130,15340
2026-04-13T09:15:45.822,NF,NIFTY21APR2623650CE,334.05,322.5,335.3,305.95,568.4,26390,327.04,332.9,65,333.7,130,15340
2026-04-13T09:15:47.425,NF,NIFTY21APR2623650CE,331.8,322.5,335.3,305.95,568.4,26910,327.15,331.1,65,332.65,130,15340
2026-04-13T09:15:49.016,NF,NIFTY21APR2623650CE,336.8,322.5,337.1,305.95,568.4,27885,327.4,335.7,65,337.0,130,15340
2026-04-13T09:15:50.638,NF,NIFTY21APR2623650CE,334.45,322.5,337.3,305.95,568.4,29185,327.73,333.0,65,334.15,65,15340
2026-04-13T09:15:52.231,NF,NIFTY21APR2623650CE,333.8,322.5,337.3,305.95,568.4,29315,327.75,333.1,65,333.7,65,15340
