Timestamp,Exchange,Symbol,LTP,Open,High,Low,Close,Volume,VWAP,Best_Bid,Bid_Qty,Best_Ask,Ask_Qty,OI
2026-04-10T09:31:56.539,NC,JUBLINGREA,644.15,646.7,647.8,641.25,638.85,14641,644.46,644.15,22,644.85,11,
2026-04-10T09:32:06.110,NC,JUBLINGREA,644.15,646.7,647.8,641.25,638.85,14642,644.46,643.75,1,644.5,5,
2026-04-10T09:32:13.867,NC,JUBLINGREA,643.45,646.7,647.8,641.25,638.85,14925,644.45,643.7,4,644.35,5,
2026-04-10T09:32:21.476,NC,JUBLINGREA,642.55,646.7,647.8,641.25,638.85,15956,644.36,642.75,4,643.75,13,
2026-04-10T09:32:36.495,NC,JUBLINGREA,642.8,646.7,647.8,641.25,638.85,16006,644.36,643.0,1,643.65,19,
2026-04-10T09:32:51.754,NC,JUBLINGREA,643.2,646.7,647.8,641.25,638.85,16018,644.35,643.2,2,643.75,4,
2026-04-10T09:32:59.167,NC,JUBLINGREA,643.1,646.7,647.8,641.25,638.85,16023,644.35,643.15,1,643.75,4,
2026-04-10T09:33:59.046,NC,JUBLINGREA,643.15,646.7,647.8,641.25,638.85,16031,644.35,643.15,13,643.7,8,
2026-04-10T09:34:06.749,NC,JUBLINGREA,643.7,646.7,647.8,641.25,638.85,16306,644.34,643.15,13,643.7,2,
2026-04-10T09:34:29.384,NC,JUBLINGREA,643.7,646.7,647.8,641.25,638.85,16406,644.34,643.7,3,644.0,2,
2026-04-10T09:34:44.406,NC,JUBLINGREA,644.1,646.7,647.8,641.25,638.85,16431,644.34,643.2,22,643.8,2,
2026-04-10T09:34:51.916,NC,JUBLINGREA,643.95,646.7,647.8,641.25,638.85,16481,644.34,643.2,29,644.0,1,
2026-04-10T09:35:30.084,NC,JUBLINGREA,642.75,646.7,647.8,641.25,638.85,16517,644.33,642.15,1,642.75,1,
2026-04-10T09:35:52.810,NC,JUBLINGREA,642.15,646.7,647.8,641.25,638.85,16537,644.33,641.65,2,642.2,5,
2026-04-10T09:36:00.213,NC,JUBLINGREA,642.5,646.7,647.8,641.25,638.85,16736,644.31,641.5,1,642.15,2,
2026-04-10T09:36:43.568,NC,JUBLINGREA,642.45,646.7,647.8,641.25,638.85,17047,644.27,641.55,32,642.15,6,
2026-04-10T09:37:18.917,NC,JUBLINGREA,642.35,646.7,647.8,641.25,638.85,17087,644.26,641.75,7,642.45,2,
2026-04-10T09:37:26.345,NC,JUBLINGREA,641.5,646.7,647.8,641.25,638.85,17372,644.22,641.7,2,642.3,2,
2026-04-10T09:37:33.638,NC,JUBLINGREA,641.5,646.7,647.8,641.25,638.85,17402,644.21,641.55,15,642.2,20,
2026-04-10T09:37:55.093,NC,JUBLINGREA,641.55,646.7,647.8,641.25,638.85,17457,644.21,641.45,5,642.1,7,
2026-04-10T09:38:30.317,NC,JUBLINGREA,642.95,646.7,647.8,641.25,638.85,17477,644.2,642.35,21,643.1,1,
2026-04-10T09:38:52.443,NC,JUBLINGREA,643.1,646.7,647.8,641.25,638.85,17478,644.2,642.45,26,643.15,7,
2026-04-10T09:39:14.567,NC,JUBLINGREA,643.25,646.7,647.8,641.25,638.85,17583,644.2,643.2,32,643.85,26,
2026-04-10T09:39:57.804,NC,JUBLINGREA,643.45,646.7,647.8,641.25,638.85,17633,644.2,643.25,44,644.05,9,
2026-04-10T09:40:34.571,NC,JUBLINGREA,643.3,646.7,647.8,641.25,638.85,17834,644.2,643.2,4,643.8,13,
2026-04-10T09:41:03.210,NC,JUBLINGREA,643.6,646.7,647.8,641.25,638.85,17844,644.2,643.15,2,643.6,4,
2026-04-10T09:41:10.525,NC,JUBLINGREA,643.75,646.7,647.8,641.25,638.85,17845,644.2,643.2,2,643.75,12,
2026-04-10T09:41:32.567,NC,JUBLINGREA,643.1,646.7,647.8,641.25,638.85,17865,644.2,643.15,1,643.7,13,
2026-04-10T09:41:54.097,NC,JUBLINGREA,643.7,646.7,647.8,641.25,638.85,17875,644.2,643.7,283,644.05,13,
2026-04-10T09:42:08.406,NC,JUBLINGREA,643.7,646.7,647.8,641.25,638.85,17878,644.2,643.7,282,644.1,14,
2026-04-10T09:42:43.086,NC,JUBLINGREA,644.35,646.7,647.8,641.25,638.85,17908,644.2,643.8,28,644.4,15,
2026-04-10T09:44:00.307,NC,JUBLINGREA,645.5,646.7,647.8,641.25,638.85,18325,644.21,645.15,1,645.5,86,
2026-04-10T09:44:14.742,NC,JUBLINGREA,645.05,646.7,647.8,641.25,638.85,18365,644.22,645.05,14,645.5,91,
2026-04-10T09:44:22.036,NC,JUBLINGREA,645.05,646.7,647.8,641.25,638.85,18367,644.22,645.1,8,645.5,90,
2026-04-10T09:44:29.135,NC,JUBLINGREA,645.5,646.7,647.8,641.25,638.85,18457,644.22,645.5,10,645.7,2,
2026-04-10T09:44:42.943,NC,JUBLINGREA,645.85,646.7,647.8,641.25,638.85,18740,644.25,645.85,18,646.0,56,
2026-04-10T09:44:50.118,NC,JUBLINGREA,647.95,646.7,648.0,641.25,638.85,20918,644.57,648.05,9,648.6,1,
2026-04-10T09:45:03.979,NC,JUBLINGREA,648.2,646.7,648.6,641.25,638.85,21013,644.59,647.55,7,648.2,11,
2026-04-10T09:45:10.951,NC,JUBLINGREA,648.2,646.7,648.6,641.25,638.85,21015,644.59,647.55,7,648.2,9,
2026-04-10T09:45:18.057,NC,JUBLINGREA,648.2,646.7,648.6,641.25,638.85,22045,644.74,647.45,73,648.0,12,
